cd_secao;cd_divisao;ds_divisao;cd_grupo;ds_grupo;cd_classe;ds_classe;cd_subclasse;ds_subclasse;insert_tb
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;105;Laticínios;10511;Preparação do leite;1051100;Preparação do leite;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','105','Laticínios','10511','Preparação do leite','1051100','Preparação do leite')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;105;Laticínios;10520;Fabricação de laticínios;1052000;Fabricação de laticínios;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','105','Laticínios','10520','Fabricação de laticínios','1052000','Fabricação de laticínios')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;105;Laticínios;10538;Fabricação de sorvetes e outros gelados comestíveis;1053800;Fabricação de sorvetes e outros gelados comestíveis;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','105','Laticínios','10538','Fabricação de sorvetes e outros gelados comestíveis','1053800','Fabricação de sorvetes e outros gelados comestíveis')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10619;Beneficiamento de arroz e fabricação de produtos do arroz;1061901;Beneficiamento de arroz;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10619','Beneficiamento de arroz e fabricação de produtos do arroz','1061901','Beneficiamento de arroz')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10619;Beneficiamento de arroz e fabricação de produtos do arroz;1061902;Fabricação de produtos do arroz;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10619','Beneficiamento de arroz e fabricação de produtos do arroz','1061902','Fabricação de produtos do arroz')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10627;Moagem de trigo e fabricação de derivados;1062700;Moagem de trigo e fabricação de derivados;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10627','Moagem de trigo e fabricação de derivados','1062700','Moagem de trigo e fabricação de derivados')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10635;Fabricação de farinha de mandioca e derivados;1063500;Fabricação de farinha de mandioca e derivados;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10635','Fabricação de farinha de mandioca e derivados','1063500','Fabricação de farinha de mandioca e derivados')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10643;Fabricação de farinha de milho e derivados, exceto óleos de milho;1064300;Fabricação de farinha de milho e derivados, exceto óleos de milho;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10643','Fabricação de farinha de milho e derivados, exceto óleos de milho','1064300','Fabricação de farinha de milho e derivados, exceto óleos de milho')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10651;Fabricação de amidos e féculas de vegetais e de óleos de milho;1065101;Fabricação de amidos e féculas de vegetais;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10651','Fabricação de amidos e féculas de vegetais e de óleos de milho','1065101','Fabricação de amidos e féculas de vegetais')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10651;Fabricação de amidos e féculas de vegetais e de óleos de milho;1065102;Fabricação de óleo de milho em bruto;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10651','Fabricação de amidos e féculas de vegetais e de óleos de milho','1065102','Fabricação de óleo de milho em bruto')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10651;Fabricação de amidos e féculas de vegetais e de óleos de milho;1065103;Fabricação de óleo de milho refinado;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10651','Fabricação de amidos e féculas de vegetais e de óleos de milho','1065103','Fabricação de óleo de milho refinado')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10660;Fabricação de alimentos para animais;1066000;Fabricação de alimentos para animais;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10660','Fabricação de alimentos para animais','1066000','Fabricação de alimentos para animais')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;106;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10694;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;1069400;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','106','Moagem, fabricação de produtos amiláceos e de alimentos para animais','10694','Moagem e fabricação de produtos de origem vegetal não especificados anteriormente','1069400','Moagem e fabricação de produtos de origem vegetal não especificados anteriormente')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;107;Fabricação e refino de açúcar;10716;Fabricação de açúcar em bruto;1071600;Fabricação de açúcar em bruto;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','107','Fabricação e refino de açúcar','10716','Fabricação de açúcar em bruto','1071600','Fabricação de açúcar em bruto')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;107;Fabricação e refino de açúcar;10724;Fabricação de açúcar refinado;1072401;Fabricação de açúcar de cana refinado;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','107','Fabricação e refino de açúcar','10724','Fabricação de açúcar refinado','1072401','Fabricação de açúcar de cana refinado')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;107;Fabricação e refino de açúcar;10724;Fabricação de açúcar refinado;1072402;Fabricação de açúcar de cereais (dextrose) e de beterraba;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','107','Fabricação e refino de açúcar','10724','Fabricação de açúcar refinado','1072402','Fabricação de açúcar de cereais (dextrose) e de beterraba')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;108;Torrefação e moagem de café;10813;Torrefação e moagem de café;1081301;Beneficiamento de café;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','108','Torrefação e moagem de café','10813','Torrefação e moagem de café','1081301','Beneficiamento de café')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;108;Torrefação e moagem de café;10813;Torrefação e moagem de café;1081302;Torrefação e moagem de café;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','108','Torrefação e moagem de café','10813','Torrefação e moagem de café','1081302','Torrefação e moagem de café')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;108;Torrefação e moagem de café;10821;Fabricação de produtos à base de café;1082100;Fabricação de produtos à base de café;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','108','Torrefação e moagem de café','10821','Fabricação de produtos à base de café','1082100','Fabricação de produtos à base de café')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10911;Fabricação de produtos de panificação;1091101;Fabricação de produtos de panificação industrial;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10911','Fabricação de produtos de panificação','1091101','Fabricação de produtos de panificação industrial')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10911;Fabricação de produtos de panificação;1091102;Fabricação de produtos de padaria e confeitaria com predominância de produção própria;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10911','Fabricação de produtos de panificação','1091102','Fabricação de produtos de padaria e confeitaria com predominância de produção própria')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10929;Fabricação de biscoitos e bolachas;1092900;Fabricação de biscoitos e bolachas;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10929','Fabricação de biscoitos e bolachas','1092900','Fabricação de biscoitos e bolachas')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10937;Fabricação de produtos derivados do cacau, de chocolates e confeitos;1093701;Fabricação de produtos derivados do cacau e de chocolates;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10937','Fabricação de produtos derivados do cacau, de chocolates e confeitos','1093701','Fabricação de produtos derivados do cacau e de chocolates')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10937;Fabricação de produtos derivados do cacau, de chocolates e confeitos;1093702;Fabricação de frutas cristalizadas, balas e semelhantes;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10937','Fabricação de produtos derivados do cacau, de chocolates e confeitos','1093702','Fabricação de frutas cristalizadas, balas e semelhantes')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10945;Fabricação de massas alimentícias;1094500;Fabricação de massas alimentícias;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10945','Fabricação de massas alimentícias','1094500','Fabricação de massas alimentícias')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10953;Fabricação de especiarias, molhos, temperos e condimentos;1095300;Fabricação de especiarias, molhos, temperos e condimentos;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10953','Fabricação de especiarias, molhos, temperos e condimentos','1095300','Fabricação de especiarias, molhos, temperos e condimentos')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10961;Fabricação de alimentos e pratos prontos;1096100;Fabricação de alimentos e pratos prontos;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10961','Fabricação de alimentos e pratos prontos','1096100','Fabricação de alimentos e pratos prontos')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10996;Fabricação de produtos alimentícios não especificados anteriormente;1099601;Fabricação de vinagres;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10996','Fabricação de produtos alimentícios não especificados anteriormente','1099601','Fabricação de vinagres')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10996;Fabricação de produtos alimentícios não especificados anteriormente;1099602;Fabricação de pós-alimentícios;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10996','Fabricação de produtos alimentícios não especificados anteriormente','1099602','Fabricação de pós-alimentícios')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10996;Fabricação de produtos alimentícios não especificados anteriormente;1099603;Fabricação de fermentos e leveduras;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10996','Fabricação de produtos alimentícios não especificados anteriormente','1099603','Fabricação de fermentos e leveduras')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10996;Fabricação de produtos alimentícios não especificados anteriormente;1099604;Fabricação de gelo comum;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10996','Fabricação de produtos alimentícios não especificados anteriormente','1099604','Fabricação de gelo comum')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10996;Fabricação de produtos alimentícios não especificados anteriormente;1099605;Fabricação de produtos para infusão (chá, mate, etc.);('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10996','Fabricação de produtos alimentícios não especificados anteriormente','1099605','Fabricação de produtos para infusão (chá, mate, etc.)')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10996;Fabricação de produtos alimentícios não especificados anteriormente;1099606;Fabricação de adoçantes naturais e artificiais;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10996','Fabricação de produtos alimentícios não especificados anteriormente','1099606','Fabricação de adoçantes naturais e artificiais')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10996;Fabricação de produtos alimentícios não especificados anteriormente;1099607;Fabricação de alimentos dietéticos e complementos alimentares;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10996','Fabricação de produtos alimentícios não especificados anteriormente','1099607','Fabricação de alimentos dietéticos e complementos alimentares')
C;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;109;Fabricação de outros produtos alimentícios;10996;Fabricação de produtos alimentícios não especificados anteriormente;1099699;Fabricação de outros produtos alimentícios não especificados anteriormente;('C','10','FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS','109','Fabricação de outros produtos alimentícios','10996','Fabricação de produtos alimentícios não especificados anteriormente','1099699','Fabricação de outros produtos alimentícios não especificados anteriormente')
C;11;FABRICAÇÃO DE BEBIDAS;111;Fabricação de bebidas alcoólicas;11119;Fabricação de aguardentes e outras bebidas destiladas;1111901;Fabricação de aguardente de cana-de-açúcar;('C','11','FABRICAÇÃO DE BEBIDAS','111','Fabricação de bebidas alcoólicas','11119','Fabricação de aguardentes e outras bebidas destiladas','1111901','Fabricação de aguardente de cana-de-açúcar')
C;11;FABRICAÇÃO DE BEBIDAS;111;Fabricação de bebidas alcoólicas;11119;Fabricação de aguardentes e outras bebidas destiladas;1111902;Fabricação de outras aguardentes e bebidas destiladas;('C','11','FABRICAÇÃO DE BEBIDAS','111','Fabricação de bebidas alcoólicas','11119','Fabricação de aguardentes e outras bebidas destiladas','1111902','Fabricação de outras aguardentes e bebidas destiladas')
C;11;FABRICAÇÃO DE BEBIDAS;111;Fabricação de bebidas alcoólicas;11127;Fabricação de vinho;1112700;Fabricação de vinho;('C','11','FABRICAÇÃO DE BEBIDAS','111','Fabricação de bebidas alcoólicas','11127','Fabricação de vinho','1112700','Fabricação de vinho')
C;11;FABRICAÇÃO DE BEBIDAS;111;Fabricação de bebidas alcoólicas;11135;Fabricação de malte, cervejas e chopes;1113501;Fabricação de malte, inclusive malte uísque;('C','11','FABRICAÇÃO DE BEBIDAS','111','Fabricação de bebidas alcoólicas','11135','Fabricação de malte, cervejas e chopes','1113501','Fabricação de malte, inclusive malte uísque')
C;11;FABRICAÇÃO DE BEBIDAS;111;Fabricação de bebidas alcoólicas;11135;Fabricação de malte, cervejas e chopes;1113502;Fabricação de cervejas e chopes;('C','11','FABRICAÇÃO DE BEBIDAS','111','Fabricação de bebidas alcoólicas','11135','Fabricação de malte, cervejas e chopes','1113502','Fabricação de cervejas e chopes')
C;11;FABRICAÇÃO DE BEBIDAS;112;Fabricação de bebidas não alcoólicas;11216;Fabricação de águas envasadas;1121600;Fabricação de águas envasadas;('C','11','FABRICAÇÃO DE BEBIDAS','112','Fabricação de bebidas não alcoólicas','11216','Fabricação de águas envasadas','1121600','Fabricação de águas envasadas')
C;11;FABRICAÇÃO DE BEBIDAS;112;Fabricação de bebidas não alcoólicas;11224;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122401;Fabricação de refrigerantes;('C','11','FABRICAÇÃO DE BEBIDAS','112','Fabricação de bebidas não alcoólicas','11224','Fabricação de refrigerantes e de outras bebidas não alcoólicas','1122401','Fabricação de refrigerantes')
C;11;FABRICAÇÃO DE BEBIDAS;112;Fabricação de bebidas não alcoólicas;11224;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122402;Fabricação de chá mate e outros chás prontos para consumo;('C','11','FABRICAÇÃO DE BEBIDAS','112','Fabricação de bebidas não alcoólicas','11224','Fabricação de refrigerantes e de outras bebidas não alcoólicas','1122402','Fabricação de chá mate e outros chás prontos para consumo')
C;11;FABRICAÇÃO DE BEBIDAS;112;Fabricação de bebidas não alcoólicas;11224;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122403;Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas;('C','11','FABRICAÇÃO DE BEBIDAS','112','Fabricação de bebidas não alcoólicas','11224','Fabricação de refrigerantes e de outras bebidas não alcoólicas','1122403','Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas')
C;11;FABRICAÇÃO DE BEBIDAS;112;Fabricação de bebidas não alcoólicas;11224;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122404;Fabricação de bebidas isotônicas;('C','11','FABRICAÇÃO DE BEBIDAS','112','Fabricação de bebidas não alcoólicas','11224','Fabricação de refrigerantes e de outras bebidas não alcoólicas','1122404','Fabricação de bebidas isotônicas')
C;11;FABRICAÇÃO DE BEBIDAS;112;Fabricação de bebidas não alcoólicas;11224;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122499;Fabricação de outras bebidas não alcoólicas não especificadas anteriormente;('C','11','FABRICAÇÃO DE BEBIDAS','112','Fabricação de bebidas não alcoólicas','11224','Fabricação de refrigerantes e de outras bebidas não alcoólicas','1122499','Fabricação de outras bebidas não alcoólicas não especificadas anteriormente')
C;12;FABRICAÇÃO DE PRODUTOS DO FUMO;121;Processamento industrial do fumo;12107;Processamento industrial do fumo;1210700;Processamento industrial do fumo;('C','12','FABRICAÇÃO DE PRODUTOS DO FUMO','121','Processamento industrial do fumo','12107','Processamento industrial do fumo','1210700','Processamento industrial do fumo')
C;12;FABRICAÇÃO DE PRODUTOS DO FUMO;122;Fabricação de produtos do fumo;12204;Fabricação de produtos do fumo;1220401;Fabricação de cigarros;('C','12','FABRICAÇÃO DE PRODUTOS DO FUMO','122','Fabricação de produtos do fumo','12204','Fabricação de produtos do fumo','1220401','Fabricação de cigarros')
C;12;FABRICAÇÃO DE PRODUTOS DO FUMO;122;Fabricação de produtos do fumo;12204;Fabricação de produtos do fumo;1220402;Fabricação de cigarrilhas e charutos;('C','12','FABRICAÇÃO DE PRODUTOS DO FUMO','122','Fabricação de produtos do fumo','12204','Fabricação de produtos do fumo','1220402','Fabricação de cigarrilhas e charutos')
C;12;FABRICAÇÃO DE PRODUTOS DO FUMO;122;Fabricação de produtos do fumo;12204;Fabricação de produtos do fumo;1220403;Fabricação de filtros para cigarros;('C','12','FABRICAÇÃO DE PRODUTOS DO FUMO','122','Fabricação de produtos do fumo','12204','Fabricação de produtos do fumo','1220403','Fabricação de filtros para cigarros')
C;12;FABRICAÇÃO DE PRODUTOS DO FUMO;122;Fabricação de produtos do fumo;12204;Fabricação de produtos do fumo;1220499;Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos;('C','12','FABRICAÇÃO DE PRODUTOS DO FUMO','122','Fabricação de produtos do fumo','12204','Fabricação de produtos do fumo','1220499','Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;131;Preparação e fiação de fibras têxteis;13111;Preparação e fiação de fibras de algodão;1311100;Preparação e fiação de fibras de algodão;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','131','Preparação e fiação de fibras têxteis','13111','Preparação e fiação de fibras de algodão','1311100','Preparação e fiação de fibras de algodão')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;131;Preparação e fiação de fibras têxteis;13120;Preparação e fiação de fibras têxteis naturais, exceto algodão;1312000;Preparação e fiação de fibras têxteis naturais, exceto algodão;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','131','Preparação e fiação de fibras têxteis','13120','Preparação e fiação de fibras têxteis naturais, exceto algodão','1312000','Preparação e fiação de fibras têxteis naturais, exceto algodão')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;131;Preparação e fiação de fibras têxteis;13138;Fiação de fibras artificiais e sintéticas;1313800;Fiação de fibras artificiais e sintéticas;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','131','Preparação e fiação de fibras têxteis','13138','Fiação de fibras artificiais e sintéticas','1313800','Fiação de fibras artificiais e sintéticas')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;131;Preparação e fiação de fibras têxteis;13146;Fabricação de linhas para costurar e bordar;1314600;Fabricação de linhas para costurar e bordar;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','131','Preparação e fiação de fibras têxteis','13146','Fabricação de linhas para costurar e bordar','1314600','Fabricação de linhas para costurar e bordar')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;132;Tecelagem, exceto malha;13219;Tecelagem de fios de algodão;1321900;Tecelagem de fios de algodão;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','132','Tecelagem, exceto malha','13219','Tecelagem de fios de algodão','1321900','Tecelagem de fios de algodão')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;132;Tecelagem, exceto malha;13227;Tecelagem de fios de fibras têxteis naturais, exceto algodão;1322700;Tecelagem de fios de fibras têxteis naturais, exceto algodão;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','132','Tecelagem, exceto malha','13227','Tecelagem de fios de fibras têxteis naturais, exceto algodão','1322700','Tecelagem de fios de fibras têxteis naturais, exceto algodão')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;132;Tecelagem, exceto malha;13235;Tecelagem de fios de fibras artificiais e sintéticas;1323500;Tecelagem de fios de fibras artificiais e sintéticas;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','132','Tecelagem, exceto malha','13235','Tecelagem de fios de fibras artificiais e sintéticas','1323500','Tecelagem de fios de fibras artificiais e sintéticas')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;133;Fabricação de tecidos de malha;13308;Fabricação de tecidos de malha;1330800;Fabricação de tecidos de malha;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','133','Fabricação de tecidos de malha','13308','Fabricação de tecidos de malha','1330800','Fabricação de tecidos de malha')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;134;Acabamentos em fios, tecidos e artefatos têxteis;13405;Acabamentos em fios, tecidos e artefatos têxteis;1340501;Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','134','Acabamentos em fios, tecidos e artefatos têxteis','13405','Acabamentos em fios, tecidos e artefatos têxteis','1340501','Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;134;Acabamentos em fios, tecidos e artefatos têxteis;13405;Acabamentos em fios, tecidos e artefatos têxteis;1340502;Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','134','Acabamentos em fios, tecidos e artefatos têxteis','13405','Acabamentos em fios, tecidos e artefatos têxteis','1340502','Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;134;Acabamentos em fios, tecidos e artefatos têxteis;13405;Acabamentos em fios, tecidos e artefatos têxteis;1340599;Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','134','Acabamentos em fios, tecidos e artefatos têxteis','13405','Acabamentos em fios, tecidos e artefatos têxteis','1340599','Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;135;Fabricação de artefatos têxteis, exceto vestuário;13511;Fabricação de artefatos têxteis para uso doméstico;1351100;Fabricação de artefatos têxteis para uso doméstico;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','135','Fabricação de artefatos têxteis, exceto vestuário','13511','Fabricação de artefatos têxteis para uso doméstico','1351100','Fabricação de artefatos têxteis para uso doméstico')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;135;Fabricação de artefatos têxteis, exceto vestuário;13529;Fabricação de artefatos de tapeçaria;1352900;Fabricação de artefatos de tapeçaria;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','135','Fabricação de artefatos têxteis, exceto vestuário','13529','Fabricação de artefatos de tapeçaria','1352900','Fabricação de artefatos de tapeçaria')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;135;Fabricação de artefatos têxteis, exceto vestuário;13537;Fabricação de artefatos de cordoaria;1353700;Fabricação de artefatos de cordoaria;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','135','Fabricação de artefatos têxteis, exceto vestuário','13537','Fabricação de artefatos de cordoaria','1353700','Fabricação de artefatos de cordoaria')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;135;Fabricação de artefatos têxteis, exceto vestuário;13545;Fabricação de tecidos especiais, inclusive artefatos;1354500;Fabricação de tecidos especiais, inclusive artefatos;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','135','Fabricação de artefatos têxteis, exceto vestuário','13545','Fabricação de tecidos especiais, inclusive artefatos','1354500','Fabricação de tecidos especiais, inclusive artefatos')
C;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;135;Fabricação de artefatos têxteis, exceto vestuário;13596;Fabricação de outros produtos têxteis não especificados anteriormente;1359600;Fabricação de outros produtos têxteis não especificados anteriormente;('C','13','FABRICAÇÃO DE PRODUTOS TÊXTEIS','135','Fabricação de artefatos têxteis, exceto vestuário','13596','Fabricação de outros produtos têxteis não especificados anteriormente','1359600','Fabricação de outros produtos têxteis não especificados anteriormente')
C;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;141;Confecção de artigos do vestuário e acessórios;14118;Confecção de roupas íntimas;1411801;Confecção de roupas íntimas;('C','14','CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS','141','Confecção de artigos do vestuário e acessórios','14118','Confecção de roupas íntimas','1411801','Confecção de roupas íntimas')
C;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;141;Confecção de artigos do vestuário e acessórios;14118;Confecção de roupas íntimas;1411802;Facção de roupas íntimas;('C','14','CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS','141','Confecção de artigos do vestuário e acessórios','14118','Confecção de roupas íntimas','1411802','Facção de roupas íntimas')
